ICAOCode, AirportName,Altitude,City,Country,IATACode,LatitudeDecimalDegrees,LatitudeDegrees,LatitudeDirection,LatitudeMinutes,LatitudeSeconds,LongitudeDecimalDegrees,LongitudeDegrees,LongitudeDirection,LongitudeMinutes,LongitudeSeconds
LFQF,BELLEVUE,304.0,AUTUN,FRANCE,,46.966,46.0,N,57.0,59.0,4.26,4.0,E,15.0,37.0
LFQG,FOURCHAMBAULT,184.0,NEVERS,FRANCE,NVS,47.001000000000005,47.0,N,0.0,4.0,3.114,3.0,E,6.0,52.0
LFQH,,0.0,CHATILLON-SUR-SEINE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQI,EPINOY,79.0,CAMBRAI,FRANCE,,50.222,50.0,N,13.0,18.0,3.154,3.0,E,9.0,15.0
LFQJ,ELESMES,137.0,MAUBEUGE,FRANCE,,50.31,50.0,N,18.0,37.0,4.033,4.0,E,1.0,59.0
LFQK,,0.0,CHALONS,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQL,,0.0,LENS,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQM,LA VEZE,388.0,BESANCON-LA-VEZE,FRANCE,,47.208,47.0,N,12.0,30.0,6.082999999999999,6.0,E,4.0,59.0
LFQN,,0.0,ST.-OMER,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQO,,0.0,LILLE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQP,BOURSCHEID,310.0,PHALSBOURG,FRANCE,,48.766000000000005,48.0,N,45.0,58.0,7.2,7.0,E,12.0,1.0
LFQQ,LESQUIN,48.0,LILLE,FRANCE,LIL,50.562,50.0,N,33.0,42.0,3.089,3.0,E,5.0,22.0
LFQR,,0.0,ROMILLY-SUR-SEINE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQS,,0.0,VITRY-EN-ARTOIS,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQT,CALONNE,19.0,MERVILLE,FRANCE,,50.618,50.0,N,37.0,6.0,2.642,2.0,E,38.0,32.0
LFQU,,0.0,SARRE-UNION,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQV,CHARLEVILLE MEZIERES,150.0,CHARLEVILLE,FRANCE,,49.784,49.0,N,47.0,2.0,4.647,4.0,E,38.0,49.0
LFQW,FROTEY,381.0,VESOUL-FROTEY,FRANCE,,47.638000000000005,47.0,N,38.0,15.0,6.204,6.0,E,12.0,14.0
LFQX,,0.0,JUVCANCOURT,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQY,,0.0,SAVERNE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFQZ,,0.0,DIEUZE-GUEBLANGE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFRA,AVRILLE,57.0,ANGERS,FRANCE,,47.497,47.0,N,29.0,50.0,-0.573,0.0,W,34.0,21.0
LFRB,GUIPAVAS,100.0,BREST,FRANCE,BES,48.448,48.0,N,26.0,52.0,-4.418,4.0,W,25.0,6.0
LFRC,MAUPERTUS,140.0,CHERBOURG,FRANCE,CER,49.65,49.0,N,39.0,0.0,-1.47,1.0,W,28.0,13.0
LFRD,PLEURTUIT,67.0,DINARD,FRANCE,DNR,48.588,48.0,N,35.0,16.0,-2.08,2.0,W,4.0,48.0
LFRE,ESCOUBLAC,33.0,LA BAULE,FRANCE,,47.288999999999994,47.0,N,17.0,22.0,-2.346,2.0,W,20.0,47.0
LFRF,GRANVILLE,14.0,GRANVILLE,FRANCE,,48.883,48.0,N,52.0,59.0,-1.564,1.0,W,33.0,51.0
LFRG,ST GATIEN,146.0,DEAUVILLE,FRANCE,DOL,49.365,49.0,N,21.0,55.0,0.154,0.0,E,9.0,15.0
LFRH,LANN BIHOUE,52.0,LORIENT,FRANCE,LRT,47.761,47.0,N,45.0,38.0,-3.44,3.0,W,26.0,24.0
LFRI,LES AJONCS,92.0,LA ROCHE-SUR-YON,FRANCE,EDM,46.702,46.0,N,42.0,7.0,-1.379,1.0,W,22.0,43.0
LFRJ,LANDIVISIAU,107.0,LANDIVISIAU,FRANCE,,48.53,48.0,N,31.0,48.0,-4.151,4.0,W,9.0,5.0
LFRK,CARPIQUET,79.0,CAEN,FRANCE,CFR,49.173,49.0,N,10.0,24.0,-0.45,0.0,W,27.0,0.0
LFRL,POULMIC,88.0,LANVEDOC,FRANCE,,48.282,48.0,N,16.0,54.0,-4.445,4.0,W,26.0,42.0
LFRM,ARNAGE,60.0,LE MANS,FRANCE,LME,47.949,47.0,N,56.0,55.0,0.20199999999999999,0.0,E,12.0,6.0
LFRN,ST JACQUES,38.0,RENNES,FRANCE,RNS,48.068999999999996,48.0,N,4.0,10.0,-1.735,1.0,W,44.0,5.0
LFRO,LANNION,89.0,LANNION,FRANCE,LAI,48.754,48.0,N,45.0,15.0,-3.471,3.0,W,28.0,17.0
LFRP,,0.0,PLOERMEL-LOYAT,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFRQ,PLUGUFFAN,91.0,QUIMPER,FRANCE,UIP,47.975,47.0,N,58.0,29.0,-4.168,4.0,W,10.0,4.0
LFRS,NANTES ATLANTIQUE,28.0,NANTES,FRANCE,NTE,47.153,47.0,N,9.0,11.0,-1.611,1.0,W,36.0,38.0
LFRT,ARMOR,139.0,ST.-BRIEUC ARMOR,FRANCE,SBK,48.538000000000004,48.0,N,32.0,16.0,-2.8539999999999996,2.0,W,51.0,16.0
LFRU,PLOUJEAN,83.0,MORLAIX,FRANCE,MXN,48.603,48.0,N,36.0,11.0,-3.8160000000000003,3.0,W,48.0,56.0
LFRV,MEUCON,135.0,VANNES,FRANCE,VNE,47.723,47.0,N,43.0,23.0,-2.718,2.0,W,43.0,6.0
LFRW,,0.0,AVRANCHES,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFRY,,0.0,ROMORANTIN,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFRZ,MONTOIR,4.0,ST.-NAZAIRE,FRANCE,SNR,47.312,47.0,N,18.0,43.0,-2.149,2.0,W,8.0,57.0
LFSA,,0.0,BESANCON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSB,BALE MULHOUSE,270.0,MULHOUSE,FRANCE,MLH,47.589,47.0,N,35.0,22.0,7.53,7.0,E,31.0,47.0
LFSC,MEYENHEIM,212.0,COLMAR,FRANCE,,47.922,47.0,N,55.0,19.0,7.399,7.0,E,23.0,58.0
LFSD,LONGVIC,222.0,DIJON,FRANCE,DIJ,47.269,47.0,N,16.0,8.0,5.09,5.0,E,5.0,24.0
LFSE,,0.0,EPINAL,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSF,FRESCATY,192.0,METZ,FRANCE,MZM,49.071999999999996,49.0,N,4.0,18.0,6.132000000000001,6.0,E,7.0,54.0
LFSG,MIRECOURT,331.0,EPINAL,FRANCE,EPL,48.325,48.0,N,19.0,29.0,6.07,6.0,E,4.0,11.0
LFSH,HAGUENAU,150.0,HAGUENAU,FRANCE,,48.793,48.0,N,47.0,36.0,7.816,7.0,E,48.0,58.0
LFSI,ROBINSON,140.0,ST.-DIZIER,FRANCE,,48.636,48.0,N,38.0,9.0,4.899,4.0,E,53.0,57.0
LFSJ,,0.0,SEDAN,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSK,,0.0,VITRY-LE-FRANCOIS,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSL,ROSIERES,286.0,TOUL,FRANCE,,48.78,48.0,N,46.0,48.0,5.98,5.0,E,58.0,47.0
LFSM,COURCELLES,317.0,MONTBELIARD,FRANCE,,47.486999999999995,47.0,N,29.0,13.0,6.792000000000001,6.0,E,47.0,33.0
LFSN,ESSEY,229.0,NANCY,FRANCE,ENC,48.692,48.0,N,41.0,31.0,6.23,6.0,E,13.0,49.0
LFSO,OCHEY,338.0,NANCY,FRANCE,,48.583,48.0,N,34.0,59.0,5.955,5.0,E,57.0,18.0
LFSP,PONTARLIER,817.0,PONTARLIER,FRANCE,,46.903999999999996,46.0,N,54.0,16.0,6.327000000000001,6.0,E,19.0,37.0
LFSQ,,0.0,BELFORT,FRANCE,BOR,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSR,CHAMPAGNE,96.0,REIMS,FRANCE,RHE,49.31,49.0,N,18.0,36.0,4.05,4.0,E,3.0,0.0
LFST,ENTZHEIM,154.0,STRASSBOURG,FRANCE,SXB,48.538000000000004,48.0,N,32.0,17.0,7.627999999999999,7.0,E,37.0,41.0
LFSU,,0.0,ROLAMPONT,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSV,,0.0,PONT-SAINT-VINCENT,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSW,,0.0,EPERNAY,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSX,SAINT SAUVEUR,279.0,LUXEUIL,FRANCE,,47.783,47.0,N,46.0,59.0,6.364,6.0,E,21.0,50.0
LFSY,,0.0,CHAUMONT-LA-VENDUE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFSZ,,0.0,VITTEL,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFT,,0.0,LA GRANDE COMBE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTB,,0.0,MARIGNANE-BERRE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTF,PIERREFEU,82.0,CUERS,FRANCE,,43.248000000000005,43.0,N,14.0,52.0,6.127000000000001,6.0,E,7.0,36.0
LFTG,,0.0,CANNES,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTH,HYERES,3.0,HYERES,FRANCE,TLN,43.097,43.0,N,5.0,50.0,6.146,6.0,E,8.0,45.0
LFTP,,0.0,PUIMOISON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTQ,,0.0,CHATEAUBRIAND,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTR,,0.0,TOULON,FRANCE,TLN,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTS,,0.0,TOULON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTT,,0.0,ST. TROPEZ,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTU,,0.0,FREJUS,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFTW,GARONS,95.0,NIMES,FRANCE,FNI,43.757,43.0,N,45.0,26.0,4.416,4.0,E,24.0,58.0
LFVI,,0.0,VIITASAARI,FINLAND,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFVM,MIQUELON,4.0,MIQUELON,FRANCE,,47.095,47.0,N,5.0,43.0,-56.38,56.0,W,22.0,49.0
LFVP,ST PIERRE,9.0,ST.-PIERRE,ST. PIERRE & MIQUELON,FSP,46.763000000000005,46.0,N,45.0,45.0,-56.175,56.0,W,10.0,31.0
LFXA,AMBERIEU,251.0,AMBERIEU,FRANCE,,45.986999999999995,45.0,N,59.0,14.0,5.327999999999999,5.0,E,19.0,42.0
LFXB,,0.0,SAINTES,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXE,,0.0,CAMP DE MOURMELON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXF,,0.0,LIMOGES,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXG,,0.0,CAMP DE BITCHE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXH,,0.0,CAMP DU VALDAHON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXI,SAINT CHRISTOL,834.0,APT,FRANCE,,44.056999999999995,44.0,N,3.0,24.0,5.495,5.0,E,29.0,43.0
LFXL,,0.0,MAILLY-LE CHAMP,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXM,,0.0,MOURMELON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXO,,0.0,CAMP DE COETQUIDAN,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXP,,0.0,CAMP DE SISSONNE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXR,,0.0,ROCHEFORT,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXS,,0.0,CAMP DE LA COURTINE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXT,,0.0,CAMP DE CAYLUS,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXU,,0.0,LES MUREAUX,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXV,,0.0,LYON,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXW,,0.0,CAMP DU LARZAC,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFXX,,0.0,CAMP DE SUIPPES,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYD,DAMBLAIN,391.0,DAMBLAIN,FRANCE,,48.085,48.0,N,5.0,5.0,5.665,5.0,E,39.0,54.0
LFYE,,0.0,METZ,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYG,NIERGNIES,96.0,CAMBRAI,FRANCE,,50.141000000000005,50.0,N,8.0,29.0,3.263,3.0,E,15.0,47.0
LFYH,BROYE LES PESMES,208.0,BROYE-LES-PESMES,FRANCE,,47.335,47.0,N,20.0,6.0,5.513999999999999,5.0,E,30.0,49.0
LFYI,,0.0,NANCY,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYJ,,0.0,CAPTIEUX,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYK,,0.0,MONTMEDY-MARVILLE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYL,MALBOUHANS,317.0,LURE,FRANCE,,47.70399999999999,47.0,N,42.0,16.0,6.546,6.0,E,32.0,45.0
LFYM,,0.0,MARIGNY-LE-GRAND,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYN,,0.0,NANCY,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYP,,0.0,NANCY,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYQ,,0.0,BORDEAUX-SOUGE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYS,,0.0,SAINTE-LEOCADIE,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LFYT,CLASTRES,90.0,ST.-SIMON,FRANCE,,49.758,49.0,N,45.0,30.0,3.2119999999999997,3.0,E,12.0,43.0
LFYU,,0.0,CHENEVIERES,FRANCE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGAD,ANDRAVIDA,17.0,ANDRAVIDA,GREECE,PYR,37.921,37.0,N,55.0,14.0,21.293000000000003,21.0,E,17.0,33.0
LGAG,AGRINION,30.0,AGRINION,GREECE,AGQ,38.602,38.0,N,36.0,7.0,21.351,21.0,E,21.0,4.0
LGAL,DIMOKRITOS,8.0,ALEXANDROUPOLIS,GREECE,AXD,40.856,40.0,N,51.0,21.0,25.956,25.0,E,57.0,22.0
LGAM,,0.0,AMPHIALI,GREECE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGAT,ATHINAI,21.0,ATHENS,GREECE,HEW,37.888000000000005,37.0,N,53.0,16.0,23.732,23.0,E,43.0,54.0
LGAX,ALEXANDRIA,9.0,ALEXANDRIA,GREECE,,40.650999999999996,40.0,N,39.0,4.0,22.489,22.0,E,29.0,19.0
LGBL,NEA ANCHIALOS,25.0,NEA ANGHIALOS,GREECE,VOL,39.219,39.0,N,13.0,10.0,22.794,22.0,E,47.0,39.0
LGEL,ELEFSIS,44.0,ELEFSIS,GREECE,,38.064,38.0,N,3.0,49.0,23.555999999999997,23.0,E,33.0,21.0
LGEP,,0.0,EPITALIO,GREECE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGHI,CHIOS,6.0,CHIOS,GREECE,JKH,38.343,38.0,N,20.0,35.0,26.141,26.0,E,8.0,26.0
LGHL,,0.0,PORTO HELI,GREECE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGIO,IOANNINA,477.0,IOANNINA,GREECE,IOA,39.696,39.0,N,41.0,47.0,20.822,20.0,E,49.0,21.0
LGIR,NIKOS KAZANTZAKIS,36.0,HERAKLION,GREECE,HER,35.339,35.0,N,20.0,22.0,25.18,25.0,E,10.0,49.0
LGKA,ARISTOTELIS,666.0,KASTORIA,GREECE,KSO,40.449,40.0,N,26.0,58.0,21.276,21.0,E,16.0,34.0
LGKC,KITHIRA,318.0,KITHIRA,GREECE,KIT,36.274,36.0,N,16.0,27.0,23.017,23.0,E,1.0,1.0
LGKF,KEFALLINIA,19.0,KEFFALLINIA,GREECE,EFL,38.12,38.0,N,7.0,11.0,20.500999999999998,20.0,E,30.0,2.0
LGKJ,,0.0,KASTELORIZO,GREECE,KZS,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGKL,KALAMATA,9.0,KALAMATA,GREECE,KLX,37.068000000000005,37.0,N,4.0,6.0,22.026,22.0,E,1.0,32.0
LGKM,AMIGDHALEON,62.0,KAVALA,GREECE,,40.972,40.0,N,58.0,20.0,24.342,24.0,E,20.0,30.0
LGKN,,0.0,MARATHON,GREECE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGKO,KOS,125.0,KOS,GREECE,KGS,36.793,36.0,N,47.0,36.0,27.092,27.0,E,5.0,30.0
LGKP,KARPATHOS,21.0,KARPATHOS,GREECE,AOK,35.421,35.0,N,25.0,17.0,27.146,27.0,E,8.0,45.0
LGKR,IOANNIS KAPODISTRIAS INTERNATIONAL,2.0,KERKYRA/CORFU,GREECE,CFU,39.602,39.0,N,36.0,7.0,19.912,19.0,E,54.0,42.0
LGKS,KASOS,11.0,KASOS,GREECE,KSJ,35.421,35.0,N,25.0,16.0,26.91,26.0,E,54.0,36.0
LGKV,MEGAS ALEXANDROS INTERNATIONAL,6.0,KAVALA,GREECE,KVA,40.913000000000004,40.0,N,54.0,47.0,24.619,24.0,E,37.0,9.0
LGKZ,FILIPPOS,634.0,KOZANI,GREECE,KZI,40.286,40.0,N,17.0,10.0,21.840999999999998,21.0,E,50.0,27.0
LGLE,LEROS,11.0,LEROS,GREECE,LRS,37.185,37.0,N,11.0,5.0,26.8,26.0,E,48.0,1.0
LGLM,LIMNOS,5.0,LIMNOS,GREECE,LXS,39.917,39.0,N,55.0,1.0,25.236,25.0,E,14.0,10.0
LGLR,LARISA,74.0,LARISSA,GREECE,LRA,39.65,39.0,N,39.0,0.0,22.465,22.0,E,27.0,55.0
LGMG,MEGARA,7.0,MEGARA,GREECE,,37.981,37.0,N,58.0,52.0,23.365,23.0,E,21.0,55.0
LGMK,MIKONOS,124.0,MYKONOS,GREECE,JMK,37.435,37.0,N,26.0,6.0,25.348000000000003,25.0,E,20.0,53.0
LGML,,0.0,MILOS,GREECE,MLO,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGMR,MARATHON,5.0,MARATHON,GREECE,,38.145,38.0,N,8.0,42.0,24.014,24.0,E,0.0,51.0
LGMT,MITILINI,18.0,MYTILINI,GREECE,MJT,39.056999999999995,39.0,N,3.0,24.0,26.598000000000003,26.0,E,35.0,54.0
LGPA,,0.0,PAROS,GREECE,PAS,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGPZ,AKTIO,4.0,PREVEZA,GREECE,PVK,38.925,38.0,N,55.0,31.0,20.765,20.0,E,45.0,55.0
LGRD,MARITSA,63.0,RHODOS,GREECE,,36.383,36.0,N,22.0,59.0,28.109,28.0,E,6.0,32.0
LGRP,DIAGORAS,6.0,RHODOS,GREECE,RHO,36.405,36.0,N,24.0,19.0,28.086,28.0,E,5.0,10.0
LGRX,ARAXOS,15.0,PATRAS,GREECE,GPA,38.150999999999996,38.0,N,9.0,4.0,21.426,21.0,E,25.0,32.0
LGSA,SOUDA,150.0,CHANIA,GREECE,CHQ,35.532,35.0,N,31.0,54.0,24.149,24.0,E,8.0,58.0
LGSD,,0.0,SEDES,GREECE,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGSK,SKIATHOS,16.0,SKIATHOS,GREECE,JSI,39.177,39.0,N,10.0,37.0,23.504,23.0,E,30.0,13.0
LGSM,SAMOS,7.0,SAMOS,GREECE,SMI,37.69,37.0,N,41.0,24.0,26.912,26.0,E,54.0,42.0
LGSO,SYROS,72.0,SYROS,GREECE,,37.423,37.0,N,25.0,22.0,24.951,24.0,E,57.0,3.0
LGSP,SPARTI,153.0,SPARTI,GREECE,,36.973,36.0,N,58.0,24.0,22.526,22.0,E,31.0,34.0
LGSR,SANTORINI,40.0,SANTORINI,GREECE,JTR,36.4,36.0,N,24.0,1.0,25.479,25.0,E,28.0,43.0
LGST,SITIA,13.0,SITIA,GREECE,JSH,35.214,35.0,N,12.0,49.0,26.098000000000003,26.0,E,5.0,51.0
LGSV,STEFANOVIKION,45.0,STEFANOVIKION,GREECE,,39.48,39.0,N,28.0,48.0,22.767,22.0,E,46.0,2.0
LGSY,SKYROS,15.0,SKIROS,GREECE,SKU,38.968,38.0,N,58.0,3.0,24.487,24.0,E,29.0,14.0
LGTG,TANAGRA,148.0,TANAGRA,GREECE,,38.34,38.0,N,20.0,23.0,23.565,23.0,E,33.0,53.0
LGTL,KASTELI,360.0,KASTELI,GREECE,,35.187,35.0,N,11.0,13.0,25.326999999999998,25.0,E,19.0,36.0
LGTP,TRIPOLIS,645.0,TRIPOLIS,GREECE,,37.531,37.0,N,31.0,51.0,22.405,22.0,E,24.0,18.0
LGTS,MAKEDONIA,7.0,THESSALONIKI,GREECE,SKG,40.52,40.0,N,31.0,11.0,22.971,22.0,E,58.0,15.0
LGTT,TATOI,240.0,DEKELIA,GREECE,,38.109,38.0,N,6.0,32.0,23.784000000000002,23.0,E,47.0,1.0
LGVO,,0.0,VOLOS,GREECE,VOL,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LGZA,ZAKINTHOS DIONYSIOS SOLOMOS,5.0,ZAKYNTHOS,GREECE,ZTH,37.75,37.0,N,45.0,0.0,20.881999999999998,20.0,E,52.0,55.0
LHAA,,0.0,BUDAPEST CAA,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHBC,,0.0,BEKESCSABA,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHBM,,0.0,BUDAPEST,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHBP,FERIHEGY,151.0,BUDAPEST,HUNGARY,BUD,47.437,47.0,N,26.0,12.0,19.256,19.0,E,15.0,20.0
LHBS,,0.0,BUDAORS,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHCC,,0.0,BUDAPEST ACC,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHDC,DEBRECEN,111.0,DEBRECEN,HUNGARY,DEB,47.489,47.0,N,29.0,20.0,21.615,21.0,E,36.0,55.0
LHDK,,0.0,DUNAKESZI,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHDV,,0.0,DUNAUJVAROS,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHEM,,0.0,ESZTERGOM,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHFH,,0.0,FARKASHEGY,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHGD,GODOLLO,183.0,GODOLLO,HUNGARY,,47.571000000000005,47.0,N,34.0,15.0,19.339000000000002,19.0,E,20.0,19.0
LHGY,,0.0,GYONGYOS,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHHH,,0.0,HARMASHATARHEGY,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHKC,,0.0,KECEL,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHKE,KECSKEMET,115.0,KECSKEMET,HUNGARY,,46.917,46.0,N,55.0,3.0,19.749000000000002,19.0,E,44.0,57.0
LHKH,,0.0,KISUNFELEGYHAZA,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHKV,KAPOSVAR,157.0,KAPOSVAR,HUNGARY,,46.388999999999996,46.0,N,23.0,21.0,17.730999999999998,17.0,E,43.0,53.0
LHMC,,0.0,MISKOLIC,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHNY,NYIREGYHAZA,104.0,NYIRREGYHAZA,HUNGARY,,47.983999999999995,47.0,N,59.0,2.0,21.691999999999997,21.0,E,41.0,32.0
LHOY,OCSENY,90.0,OCSENY,HUNGARY,,46.303999999999995,46.0,N,18.0,14.0,18.769000000000002,18.0,E,46.0,9.0
LHPA,PAPA,148.0,PAPA,HUNGARY,,47.364,47.0,N,21.0,50.0,17.500999999999998,17.0,E,30.0,3.0
LHPP,,0.0,PECS-POGANY,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHPR,,0.0,PER,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHSA,SZENTKIRALYSZABADJA,281.0,AZENTKILYSZABADJA,HUNGARY,,47.078,47.0,N,4.0,40.0,17.968,17.0,E,58.0,6.0
LHSK,KILITI,128.0,SIOFOK,HUNGARY,,46.858000000000004,46.0,N,51.0,29.0,18.096,18.0,E,5.0,44.0
LHSM,BALATON,125.0,SARMELLEK,HUNGARY,,46.68600000000001,46.0,N,41.0,11.0,17.159000000000002,17.0,E,9.0,32.0
LHSN,SZOLNOK,99.0,SZOLNOK,HUNGARY,,47.123000000000005,47.0,N,7.0,22.0,20.235,20.0,E,14.0,7.0
LHSS,,0.0,SZOLNOK,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
LHSY,,0.0,SZOMBATHELY,HUNGARY,,0.0,0.0,U,0.0,0.0,0.0,0.0,U,0.0,0.0
