Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
2020-03-11,WQ3578,Guatemala City (GUA/MGGT),09:00 CST,"El Paso, TX (ELP/KELP)",,B738 (N917XA),Landed 12:37 MDT,03h36m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,Guatemala City,GUA,MGGT
2020-03-11,WQ3583,Guatemala City (GUA/MGGT),11:30 CST,"Brownsville, TX (BRO/KBRO)",,B734,Landed,02h13m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-11,WQ3531,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B738 (N624XA),Landed,03h36m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-03-12,WQ3554,"El Paso, TX (ELP/KELP)",05:15 MDT,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,03h17m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-03-12,WQ3555,Guatemala City (GUA/MGGT),,"Brownsville, TX (BRO/KBRO)",,B733 (N627SW),Landed,02h22m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-13,WQ3579,"Alexandria, LA (AEX/KAEX)",07:05 CDT,Guatemala City (GUA/MGGT),,B738 (N917XA),Landed,02h29m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-03-13,WQ3580,Guatemala City (GUA/MGGT),10:00 CST,"Alexandria, LA (AEX/KAEX)",,B738 (N917XA),Landed,02h34m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-03-13,WQ3513,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,04h03m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-03-13,WQ3514,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 16:20 MST,03h48m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-03-16,WQ3543,Guatemala City (GUA/MGGT),14:15 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N627SW),Landed,02h10m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-16,WQ3542,"El Paso, TX (ELP/KELP)",08:25 MDT,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,03h29m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-03-19,WQ3593,"Brownsville, TX (BRO/KBRO)",09:00 CDT,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,02h06m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-03-19,WQ3595,Guatemala City (GUA/MGGT),11:35 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N627SW),Landed,02h16m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-20,WQ3514,Guatemala City (GUA/MGGT),12:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733,Landed,04h01m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-03-20,WQ3513,"Phoenix, AZ (AZA/KIWA)",06:00 MST,Guatemala City (GUA/MGGT),,B733,Landed,03h46m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-03-23,WQ3549,"El Paso, TX (ELP/KELP)",05:15 MDT,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,03h14m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-03-23,WQ3550,Guatemala City (GUA/MGGT),10:00 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N626SW),Landed,02h08m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-25,WQ3529,"San Antonio, TX (SAT/KSAT)",06:10 CDT,Guatemala City (GUA/MGGT),,B734,Landed,02h26m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"San Antonio, TX",SAT,KSAT
2020-03-25,WQ3530,Guatemala City (GUA/MGGT),11:00 CST,"Phoenix, AZ (AZA/KIWA)",,B734 (N804TJ),Landed 13:51 MST,03h49m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-03-25,WQ3555,Guatemala City (GUA/MGGT),08:05 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N626SW),Landed,02h14m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-25,WQ3556,"Houston, TX (IAH/KIAH)",05:15 CDT,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,02h20m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Houston, TX",IAH,KIAH
2020-03-26,WQ3512,Guatemala City (GUA/MGGT),09:10 CST,"Phoenix, AZ (AZA/KIWA)",,B734 (N313XA),Landed 12:59 MST,03h45m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-03-26,WQ3598,Guatemala City (GUA/MGGT),08:00 CST,"Brownsville, TX (BRO/KBRO)",,B738 (N626SW),Landed,02h03m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-03-26,WQ3595,"Brownsville, TX (BRO/KBRO)",05:25 CDT,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,02h10m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-03-26,WQ3511,"El Paso, TX (ELP/KELP)",04:25 MDT,Guatemala City (GUA/MGGT),,B734 (N313XA),Landed,03h17m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-03-27,WQ3612,Guatemala City (GUA/MGGT),08:00 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N285XA),Landed,02h36m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-03-27,WQ3613,"Brownsville, TX (BRO/KBRO)",06:45 CDT,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,02h09m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-03-27,WQ3611,"Alexandria, LA (AEX/KAEX)",05:05 CDT,Guatemala City (GUA/MGGT),,B734 (N285XA),Landed,02h36m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-03-27,WQ3614,Guatemala City (GUA/MGGT),09:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 14:18 MST,04h01m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-03-30,WQ3566,Guatemala City (GUA/MGGT),,"San Antonio, TX (SAT/KSAT)",,B734 (N458UW),Landed 14:27 CDT,02h36m,,SwiftAir/iAero,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-03-30,WQ3503,Guatemala City (GUA/MGGT),09:00 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 12:04 MST,04h13m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-03-30,WQ3502,"Brownsville, TX (BRO/KBRO)",06:35 CDT,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,02h08m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-03-30,WQ3565,"El Paso, TX (ELP/KELP)",03:15 MDT,Guatemala City (GUA/MGGT),,B734 (N458UW),Landed,03h20m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
