Date,Flight,Departure,STD,Arrival,STA,Aircraft,Status,Duration,Unnamed: 9,Airline,ArrivalLoc,ArrivalIATA,ArrivalICAO,DepartureLoc,DepartureIATA,DepartureICAO
2020-02-17,WQ3533,"El Paso, TX (ELP/KELP)",,Guatemala City (GUA/MGGT),,B733 (N627SW),Landed,,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-17,WQ3534,Guatemala City (GUA/MGGT),12:40 CST,"Brownsville, TX (BRO/KBRO)",,B733,Landed,01h59m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-14,WQ3508,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,03h51m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-14,WQ3509,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed 16:13 MST,04h02m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-13, WAL708,Guatemala City(GUA/MGGT),,"San Antonio, TX(SAT/KSAT)",,MD83 (N807TR),Landed 15:47 CST,02h24m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-13, WAL708,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 (N807TR),Landed,02h07m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-13,WQ3556,Guatemala City (GUA/MGGT),14:55 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,02h20m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-02-13,WQ3519,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 17:37 MST,04h05m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-13,WQ3589,"Phoenix, AZ (AZA/KIWA)",08:05 MST,Guatemala City (GUA/MGGT),,B734 (N418US),Landed,04h07m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-13,WQ3518,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,03h27m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-12,WQ3505,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed,04h19m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-12,WQ3531,Guatemala City (GUA/MGGT),12:00 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N531AU),Landed,02h04m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-12,WQ3564,"Alexandria, LA (AEX/KAEX)",07:05 CST,Guatemala City (GUA/MGGT),,B738 (N276EA),Landed,02h33m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-02-12,WQ3530,"Brownsville, TX (BRO/KBRO)",08:25 CST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,02h12m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-12,WQ3504,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,04h17m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-11, WAL708,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 ,Landed,02h06m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-11, WAL408,Guatemala City(GUA/MGGT),,"Miami, FL(MIA/KMIA)",,MD83 (N804WA),Landed,02h14m,,World Atlantic,"Miami, FL",MIA,KMIA,Guatemala City,GUA,MGGT
2020-02-11, WAL408,"Miami, FL(MIA/KMIA)",10:35 EST,Guatemala City(GUA/MGGT),,MD83 (N804WA),Landed,04h20m,,World Atlantic,Guatemala City,GUA,MGGT,"Miami, FL",MIA,KMIA
2020-02-11, WAL708,Guatemala City(GUA/MGGT),,"San Antonio, TX(SAT/KSAT)",,MD83 (N807TR),Landed 13:53 CST,02h18m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-11, WAL7O8,Guatemala City(GUA/MGGT),,"San Antonio, TX(SAT/KSAT)",,MD83 ,Landed,02h23m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-10, WAL608,Guatemala City(GUA/MGGT),11:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 (N806WA),Landed 13:01 CST,02h37m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-10, WAL608,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 (N806WA),Landed,02h03m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-10,WQ3533,Guatemala City (GUA/MGGT),12:10 CST,"Brownsville, TX (BRO/KBRO)",,B733,Landed,02h10m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-10,WQ3532,"El Paso, TX (ELP/KELP)",06:25 MST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,03h17m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-07, WAL708,Guatemala City(GUA/MGGT),12:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 ,Landed,02h39m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-07, WAL708,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 ,Landed,02h03m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-07,WQ3508,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,03h53m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-07,WQ3509,Guatemala City (GUA/MGGT),13:40 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed 17:38 MST,04h30m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-06,WQ3564,Guatemala City (GUA/MGGT),10:00 CST,"Alexandria, LA (AEX/KAEX)",,B738 (N276EA),Landed,02h23m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-02-06, WAL608,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 ,Landed,02h03m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-06,WQ3519,Guatemala City (GUA/MGGT),,"Phoenix, AZ (AZA/KIWA)",,B733 (N626SW),Landed,04h45m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-06,WQ3563,"Alexandria, LA (AEX/KAEX)",06:05 CST,Guatemala City (GUA/MGGT),,B738 (N276EA),Landed,02h45m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-02-06,WQ3518,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,03h07m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-06, WAL608,Guatemala City(GUA/MGGT),11:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 (N806WA),Landed 14:59 CST,02h33m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-05, WAL408,Guatemala City(GUA/MGGT),12:10 CST,"Miami, FL(MIA/KMIA)",,MD83 (N804WA),Landed,02h01m,,World Atlantic,"Miami, FL",MIA,KMIA,Guatemala City,GUA,MGGT
2020-02-05, WAL408,"Houston, TX(IAH/KIAH)",08:20 CST,Guatemala City(GUA/MGGT),,MD83 (N804WA),Landed,02h30m,,World Atlantic,Guatemala City,GUA,MGGT,"Houston, TX",IAH,KIAH
2020-02-05,WQ3505,Guatemala City (GUA/MGGT),14:05 CST,"Phoenix, AZ (AZA/KIWA)",,B733,Landed,04h19m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-02-05,WQ3585,"Brownsville, TX (BRO/KBRO)",06:35 CST,Guatemala City (GUA/MGGT),,B734,Landed,02h08m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-05,WQ3586,Guatemala City (GUA/MGGT),10:00 CST,"Brownsville, TX (BRO/KBRO)",,B734 (N441US),Landed,01h57m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-05,WQ3504,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,04h08m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-02-04, WAL608,Guatemala City(GUA/MGGT),,"San Antonio, TX(SAT/KSAT)",,MD83 (N806WA),Landed 14:32 CST,00h00m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-02-04, WAL408,Guatemala City(GUA/MGGT),,"Alexandria, LA(AEX/KAEX)",,MD83 (N804WA),Landed,02h21m,,World Atlantic,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-02-04, WAL408,"Miami, FL(MIA/KMIA)",10:35 EST,Guatemala City(GUA/MGGT),,MD83 (N804WA),Landed,04h26m,,World Atlantic,Guatemala City,GUA,MGGT,"Miami, FL",MIA,KMIA
2020-02-04, WAL608,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 (N806WA),Landed,02h08m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-03,WQ3545,"El Paso, TX (ELP/KELP)",06:25 MST,Guatemala City (GUA/MGGT),,B738 (N917XA),Landed,03h20m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-02-03,WQ3535,"Brownsville, TX (BRO/KBRO)",06:35 CST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,02h11m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-02-03,WQ3536,Guatemala City (GUA/MGGT),10:00 CST,"Brownsville, TX (BRO/KBRO)",,B733 (N626SW),Landed,02h12m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-02-03,WQ3546,Guatemala City (GUA/MGGT),13:13 CST,"Brownsville, TX (BRO/KBRO)",,B738 (N917XA),Landed,02h01m,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-01-31,WQ3509,Guatemala City (GUA/MGGT),13:40 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N531AU),Landed,04h43m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-31,WQ3508,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,03h51m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-01-30, WAL608,Guatemala City(GUA/MGGT),11:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 (N806WA),Landed 14:58 CST,02h27m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-01-30, WAL608,"Brownsville, TX(BRO/KBRO)",,Guatemala City(GUA/MGGT),,MD83 (N806WA),Landed,,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-01-30,WQ3517,Guatemala City (GUA/MGGT),,"Phoenix, AZ (AZA/KIWA)",,B733 (N531AU),Landed 18:19 MST,04h34m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-30,WQ3448,Guatemala City (GUA/MGGT),10:00 CST,"Alexandria, LA (AEX/KAEX)",,B738 (N820TJ),Landed,02h36m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-01-30,WQ3516,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,03h15m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-01-30,WQ3447,"Alexandria, LA (AEX/KAEX)",06:05 CST,Guatemala City (GUA/MGGT),,B738 (N820TJ),Landed,02h30m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-01-29,WQ3504,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,03h53m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-01-29,WQ3565,Guatemala City (GUA/MGGT),12:00 CST,"Alexandria, LA (AEX/KAEX)",,B734 (N418US),Landed,02h37m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-01-29,WQ3505,Guatemala City (GUA/MGGT),13:45 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 18:05 MST,04h28m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-29,WQ3567,"Houston, TX (IAH/KIAH)",08:10 CST,Guatemala City (GUA/MGGT),,B734 (N418US),Landed,02h22m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Houston, TX",IAH,KIAH
2020-01-28, WAL708,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 ,Landed,02h03m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-01-28, WAL888,"Miami, FL(MIA/KMIA)",10:35 EST,Guatemala City(GUA/MGGT),,MD83 ,Landed,04h29m,,World Atlantic,Guatemala City,GUA,MGGT,"Miami, FL",MIA,KMIA
2020-01-28, WAL708,Guatemala City(GUA/MGGT),11:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 ,Landed,02h34m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-01-28, WAL888,Guatemala City(GUA/MGGT),13:10 CST,"Miami, FL(MIA/KMIA)",,MD83 ,Landed,01h59m,,World Atlantic,"Miami, FL",MIA,KMIA,Guatemala City,GUA,MGGT
2020-01-27,WQ3572,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed 16:58 MST,04h14m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-27,WQ3571,"Brownsville, TX (BRO/KBRO)",09:45 CST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,02h06m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-01-24, WAL708,Guatemala City(GUA/MGGT),12:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 ,Landed,05h46m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-01-24,WQ3509,"Phoenix, AZ (AZA/KIWA)",08:40 MST,Guatemala City (GUA/MGGT),,B733 (N531AU),Landed,03h57m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-01-24,WQ3510,Guatemala City (GUA/MGGT),14:50 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N531AU),Landed,04h20m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-23,WQ3530,Guatemala City (GUA/MGGT),16:00 CST,"Miami, FL (MIA/KMIA)",,B738 (N276EA),Landed 21:07 EST,02h59m,,SwiftAir/iAero,"Miami, FL",MIA,KMIA,Guatemala City,GUA,MGGT
2020-01-23,WQ3518,Guatemala City (GUA/MGGT),13:10 CST,"El Paso, TX (ELP/KELP)",,B733 (N531AU),Landed 18:31 MST,03h42m,,SwiftAir/iAero,"El Paso, TX",ELP,KELP,Guatemala City,GUA,MGGT
2020-01-23,WQ3517,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733,Landed,03h16m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-01-23,WQ3553,Guatemala City (GUA/MGGT),10:00 CST,"Alexandria, LA (AEX/KAEX)",,B738 (N820TJ),Landed,02h27m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-01-23,WQ3529,"Phoenix, AZ (AZA/KIWA)",06:00 MST,Guatemala City (GUA/MGGT),,B738 (N276EA),Landed,03h43m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-01-23,WQ3552,"Alexandria, LA (AEX/KAEX)",06:05 CST,Guatemala City (GUA/MGGT),,B738 (N820TJ),Landed,02h35m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-01-22,WQ3504,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,03h45m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-01-22,WQ3505,Guatemala City (GUA/MGGT),13:50 CST,"Phoenix, AZ (AZA/KIWA)",,B733,Landed,04h22m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-21, WAL408,Guatemala City(GUA/MGGT),,"Miami, FL(MIA/KMIA)",,MD83 (N804WA),Landed 17:34 EST,02h01m,,World Atlantic,"Miami, FL",MIA,KMIA,Guatemala City,GUA,MGGT
2020-01-21, WAL408,"Miami, FL(MIA/KMIA)",10:35 EST,Guatemala City(GUA/MGGT),,MD83 (N804WA),Landed,04h21m,,World Atlantic,Guatemala City,GUA,MGGT,"Miami, FL",MIA,KMIA
2020-01-21, WAL708,"Brownsville, TX(BRO/KBRO)",08:45 CST,Guatemala City(GUA/MGGT),,MD83 ,Landed,01h59m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
2020-01-21, WAL708,Guatemala City(GUA/MGGT),12:10 CST,"San Antonio, TX(SAT/KSAT)",,MD83 ,Landed,02h40m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-01-20,WQ3540,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N626SW),Landed,03h19m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-01-20,WQ3541,Guatemala City (GUA/MGGT),,"Brownsville, TX (BRO/KBRO)",,B733 (N626SW),Landed,,,SwiftAir/iAero,"Brownsville, TX",BRO,KBRO,Guatemala City,GUA,MGGT
2020-01-17, WAL708,Guatemala City(GUA/MGGT),11:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 ,Landed,05h30m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-01-17,WQ3507,"Phoenix, AZ (AZA/KIWA)",07:00 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,04h02m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Phoenix, AZ",AZA,KIWA
2020-01-17,WQ3508,Guatemala City (GUA/MGGT),13:10 CST,"Phoenix, AZ (AZA/KIWA)",,B733 (N529AU),Landed,04h11m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-17,WQ3600,"Alexandria, LA (AEX/KAEX)",08:15 CST,Guatemala City (GUA/MGGT),,B738,Landed,02h32m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-01-17,WQ3601,Guatemala City (GUA/MGGT),12:10 CST,"Alexandria, LA (AEX/KAEX)",,B738 (N624XA),Landed 15:01 CST,02h51m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-01-16, WAL408,Guatemala City(GUA/MGGT),13:00 CST,"San Antonio, TX(SAT/KSAT)",,MD83 (N804WA),Landed 16:19 CST,02h36m,,World Atlantic,"San Antonio, TX",SAT,KSAT,Guatemala City,GUA,MGGT
2020-01-16,WQ3516,Guatemala City (GUA/MGGT),,"Phoenix, AZ (AZA/KIWA)",,B733,Landed,04h06m,,SwiftAir/iAero,"Phoenix, AZ",AZA,KIWA,Guatemala City,GUA,MGGT
2020-01-16,WQ3548,Guatemala City (GUA/MGGT),10:00 CST,"Alexandria, LA (AEX/KAEX)",,B738,Landed,02h35m,,SwiftAir/iAero,"Alexandria, LA",AEX,KAEX,Guatemala City,GUA,MGGT
2020-01-16,WQ3547,"Alexandria, LA (AEX/KAEX)",06:05 CST,Guatemala City (GUA/MGGT),,B738 (N624XA),Landed,02h33m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"Alexandria, LA",AEX,KAEX
2020-01-16,WQ3243,"El Paso, TX (ELP/KELP)",07:25 MST,Guatemala City (GUA/MGGT),,B733 (N529AU),Landed,03h23m,,SwiftAir/iAero,Guatemala City,GUA,MGGT,"El Paso, TX",ELP,KELP
2020-01-16, WAL408,"Brownsville, TX(BRO/KBRO)",07:35 CST,Guatemala City(GUA/MGGT),,MD83 (N804WA),Landed,02h06m,,World Atlantic,Guatemala City,GUA,MGGT,"Brownsville, TX",BRO,KBRO
